Case #1: Impossible
22 1 127573
1 7 128117
16 21 134255
15 13 136180
9 23 137822
24 16 140784
8 15 141354
15 2 141681
26 1 141802
21 25 142271
14 23 142715
1 12 146015
1 16 148728
14 17 152436
5 23 156901
4 1 159883
9 5 167833
8 1 174991
12 11 178612
8 23 183087
19 20 186012
6 25 186633
8 3 187431
2 3 187758
20 22 192376
9 6 196030
5 14 196371
11 8 198350
20 26 206605
3 1 207158
25 8 207552
11 3 208145
9 8 216949
26 12 222302
3 23 223408
5 13 225490
3 4 227749
22 6 228474
13 12 228880
8 26 235164
8 19 250578
3 5 253956
18 5 303489
24 20 306898
17 20 307950
20 16 315867
5 8 331853
Case #233: 9
7 5 1698
2 1 187578
6 5 246987
4 2 422266
1 3 445385
8 3 534626
4 7 540510
5 1 549135
6 2 668936
Case #234: Impossible
Case #235: Impossible
Case #236: 8
7 3 6
7 1 6
8 1 8
3 5 9
5 1 11
7 6 12
6 5 15
2 6 16
Case #237: 213
42 29 5553
33 17 7526
13 23 12875
9 44 15503
17 38 28535
25 40 29309
33 44 30333
44 40 41480
42 6 43020
17 6 46430
1 12 48364
29 8 55439
31 12 55465
28 45 57146
44 39 63603
28 37 66012
44 42 66643
44 16 67721
17 8 68703
45 9 72405
27 5 75626
7 6 79877
8 36 80864
37 42 81478
24 28 85515
23 31 85939
6 39 87226
20 43 89059
36 30 90163
36 45 91870
4 10 92264
25 17 93596
21 9 94091
6 25 94412
11 24 95289
3 9 96190
46 13 99175
16 36 102689
25 39 103386
7 44 103500
18 3 108118
23 29 108582
39 8 109499
28 7 110633
45 6 111531
44 10 111917
33 22 113469
21 36 113556
25 8 116685
5 42 117223
30 39 118798
40 21 120068
11 13 121788
40 3 122167
21 35 124269
23 22 124896
9 41 125135
20 25 125680
12 3 126521
3 8 126583
45 25 127691
29 41 128673
41 44 130509
37 41 130884
46 33 132983
45 8 133804
13 7 138117
18 13 138568
38 43 138788
1 22 142786
45 20 142799
38 26 143441
26 33 143911
42 12 144609
32 44 146077
36 10 146885
28 26 147848
5 9 148417
4 31 150118
13 8 151146
6 14 151212
31 44 151743
4 44 153655
5 7 154080
31 43 154182
33 30 155464
32 17 157720
12 15 158053
29 43 158495
31 26 158835
43 5 159315
12 24 160100
13 43 163560
20 21 164485
2 31 164626
10 13 164974
17 28 167861
36 5 167882
44 13 167903
24 40 171197
32 38 171203
21 13 172459
21 11 173488
39 34 174066
44 14 174835
38 30 176473
33 27 178207
7 12 181466
37 36 183089
18 29 183487
10 5 184165
5 22 185104
31 36 186711
10 12 186917
6 43 187436
22 4 189075
20 7 189397
4 34 189456
4 18 189872
13 17 190710
15 33 191507
22 10 195053
42 35 195468
30 41 195833
10 18 195850
39 5 196517
27 38 199216
43 45 200341
44 27 200618
16 5 200635
25 32 201172
36 13 202871
31 38 203085
33 35 203222
11 26 203303
2 22 203583
40 15 203604
23 32 204378
18 2 204380
26 7 205558
3 30 205818
12 33 207891
7 46 208170
43 37 209207
14 36 209803
1 41 212218
38 15 212516
2 34 213111
31 7 215285
18 25 215388
24 30 217440
11 29 217495
19 22 218520
34 25 220182
34 8 220555
8 14 220731
40 2 222136
43 32 222614
38 35 224231
18 45 225333
11 41 225409
3 32 226764
17 19 227605
2 10 228393
31 32 229369
7 2 229679
31 21 230331
12 45 230628
37 11 231861
32 41 232091
34 20 235290
24 6 236300
34 45 237301
27 26 239594
20 23 239744
34 22 239744
26 21 239900
30 26 240196
16 35 240610
11 44 241542
24 39 245274
11 33 245659
32 18 246809
22 32 247606
27 32 247999
9 2 248113
22 15 252475
10 28 252784
9 1 254388
26 34 255849
35 20 258786
10 24 259364
46 43 262448
37 30 264069
19 9 265915
41 24 267456
15 26 268580
19 7 270373
19 24 284198
41 43 284588
13 27 287752
26 41 289241
15 27 289312
40 19 291892
2 39 296213
19 32 298002
14 5 307749
24 5 314145
27 31 316201
35 43 336702
19 28 346650
27 2 353564
15 14 362225
Case #238: Impossible
Case #239: 8
4 3 38171
3 2 43812
4 6 103463
4 5 268339
5 2 345289
1 2 438903
7 6 591849
1 5 602043
Case #240: 29
11 7 5208
4 13 15315
6 7 31213
14 12 34642
2 8 44821
10 14 45104
4 6 74378
12 11 81114
12 4 88297
13 2 92246
7 8 105259
8 10 109614
2 11 144872
10 7 165290
12 8 181165
1 7 183861
9 12 226841
1 14 256454
14 3 272378
1 3 279494
2 9 333324
3 6 420058
5 9 444945
5 8 464753
1 9 474679
5 1 507740
13 5 597457
12 5 610612
5 3 704171
Case #241: 102
5 28 21210
18 11 22856
27 14 30665
28 39 31443
33 28 48620
3 25 67826
27 36 75361
20 21 79340
31 24 97804
43 25 99775
20 5 117703
28 24 118551
10 15 129264
8 27 129605
31 32 130201
26 14 131124
14 5 139160
30 5 142702
36 20 150837
12 31 153694
32 30 156500
24 19 156739
16 14 168589
35 17 170418
35 42 171079
26 36 175820
20 37 177218
36 29 177831
31 34 179225
22 12 182015
22 25 184771
5 21 187117
43 28 187690
33 35 188417
41 22 197970
34 36 204453
36 1 208015
41 36 220043
36 21 220251
25 12 220862
27 31 221235
26 28 230164
5 8 238100
29 19 239017
27 15 242778
39 40 246559
29 17 248250
28 16 248830
29 33 249449
40 19 253304
6 31 253408
40 17 253599
39 34 258894
32 2 261863
34 33 267047
23 22 282487
39 8 282960
41 30 287191
40 32 289469
16 35 296012
41 3 300307
27 4 301789
33 1 303186
13 39 304136
15 1 305568
40 29 311871
11 21 326194
40 43 326211
11 19 327863
30 35 330213
40 37 331523
25 16 344101
13 31 346258
38 7 347215
39 6 350911
8 7 360518
2 15 361628
7 31 362465
3 7 363123
33 6 367054
2 25 372379
13 22 374579
23 35 375698
5 44 379933
21 26 383255
22 6 386398
18 31 386627
13 36 389923
10 11 395821
6 29 406011
2 12 407824
35 13 421029
13 23 432189
38 44 440143
17 8 446487
44 42 457219
30 9 458531
40 23 460195
11 35 471710
27 11 482266
13 43 497491
4 18 511257
Case #242: 38
24 23 134590
27 30 165880
31 30 186770
37 13 218953
4 19 291826
17 24 349942
29 34 451175
13 33 455698
16 9 470675
35 14 480060
35 11 481580
19 33 495249
12 14 506935
1 27 516186
20 23 541282
30 32 546189
30 18 598221
24 14 618350
19 10 626569
13 9 629985
10 3 680026
36 3 745946
30 33 747703
16 8 764716
12 25 765256
19 6 773885
9 15 778634
5 3 787951
24 2 836570
27 6 860976
38 35 898803
13 5 905530
1 36 914424
11 1 950397
17 22 951506
38 6 957211
21 8 978271
35 26 980475
Case #243: 49
16 9 21253
10 4 24483
15 6 74009
9 2 89972
13 17 95222
5 4 107335
11 17 109747
2 12 112725
12 16 140462
16 5 150736
12 5 152236
9 4 157796
5 3 166569
12 4 180549
2 1 181672
16 6 203150
7 9 231127
3 12 239783
11 5 269406
1 10 273979
6 10 281612
11 2 308917
1 7 322827
3 13 326746
8 7 329173
8 5 335491
17 10 337540
6 3 365329
4 11 367335
15 2 374097
12 8 384816
6 1 412559
5 15 413608
17 3 421257
3 11 426569
7 17 435354
2 13 453804
7 13 459311
14 17 483425
8 6 490010
1 13 504775
14 10 535680
14 7 584528
15 17 619330
11 15 624642
16 14 634493
12 14 635993
1 14 704940
14 8 767039
Case #244: 199
25 28 4554
33 22 8170
13 2 13245
19 9 13926
5 39 15687
8 12 16454
25 8 19282
20 18 21035
5 16 21637
14 23 23552
32 21 25145
33 1 26846
36 38 30119
2 29 31536
38 34 33064
39 2 33653
29 19 33827
5 15 35301
37 34 35589
18 4 36290
27 9 37118
36 37 38534
9 37 39895
3 25 44565
9 15 45170
39 8 46100
27 24 47241
3 20 48963
37 35 50379
21 29 50759
12 29 50923
2 37 51530
1 23 51580
37 5 54606
23 32 54821
14 33 54874
21 6 54961
19 6 55456
34 31 56434
9 14 57048
24 37 57226
30 12 57672
17 7 57871
12 39 58269
29 36 58528
38 27 58668
31 36 59379
36 4 59952
31 38 63152
9 28 64416
9 13 64682
15 29 65071
36 9 65667
11 36 66482
16 7 67002
37 25 67604
30 39 68423
9 34 68612
22 32 69643
35 29 70373
9 21 70660
21 37 70753
39 34 72318
1 15 72433
31 32 72616
25 19 73788
8 20 74246
29 5 74600
7 9 75060
1 6 76643
29 14 76949
29 24 77220
16 29 77321
32 39 77464
7 33 78341
24 4 78644
9 8 79144
6 32 79884
9 32 80091
23 19 80519
35 13 80544
31 21 81198
36 5 85060
1 9 85076
9 39 85090
24 11 85174
39 6 86067
30 18 87083
13 8 87213
2 14 87234
31 27 87928
39 24 88065
4 27 88501
34 22 89338
34 26 89555
21 16 89643
36 26 92500
16 34 92916
33 36 94563
25 24 94720
29 7 94961
6 35 95313
19 17 95695
27 25 96980
16 9 97222
27 39 97922
21 8 98419
30 3 99409
39 38 99492
14 15 100461
13 1 102017
21 15 103307
23 26 103375
3 9 104427
29 1 104977
15 25 105032
3 2 105036
24 22 105085
32 26 105737
38 25 106147
12 34 106506
9 17 106612
15 10 107172
35 16 107706
34 30 107800
12 4 108465
10 25 108482
16 3 108707
4 29 112590
18 24 112910
4 31 113441
24 16 114553
8 36 115473
22 38 116512
6 7 116590
35 27 117462
26 12 117499
2 17 118247
18 37 119061
4 39 119216
11 31 119971
8 23 120563
21 30 120742
27 26 121049
3 15 122371
6 13 122604
27 33 123112
18 38 124337
27 16 124410
6 25 126344
5 23 126817
37 30 128589
30 24 129437
26 19 133768
4 35 134179
7 25 134922
17 15 135302
17 21 137470
31 17 138250
29 18 139055
30 27 139294
25 32 139953
34 17 142294
31 15 142982
34 3 143701
14 35 143928
25 1 144938
29 26 145138
17 36 145239
20 9 145609
3 23 145846
4 26 146562
32 24 147195
18 7 149323
11 35 149505
16 4 149923
31 12 150620
2 11 150656
17 8 154088
31 28 155073
16 11 156453
18 11 156834
26 39 161375
20 35 163701
24 17 163931
25 17 166474
11 25 166730
21 11 169879
12 11 170043
11 30 171337
17 26 171371
16 18 176388
3 17 179371
22 18 182635
31 3 192357
21 10 197506
11 17 205831
10 23 209763
22 3 218490
Case #245: 10
1 7 217855
8 4 306445
3 6 331733
9 10 430779
5 9 506143
10 1 514680
6 8 514997
10 7 564733
5 7 584956
7 4 597716
Case #246: 7
3 14 13950
13 8 449473
7 8 587043
3 4 677921
1 2 797240
13 1 933630
4 16 991247
Case #247: 217
10 24 19
22 24 4184
3 11 4313
20 11 6332
34 22 12595
39 37 12829
7 10 13988
37 24 15133
26 18 15780
9 37 17935
22 7 18153
10 27 22037
34 7 22380
17 37 22600
37 34 23506
11 16 25019
14 3 25415
14 20 27434
21 11 29524
9 10 33049
15 6 36126
27 37 37151
26 24 40424
39 7 41931
20 5 44377
3 6 46454
22 12 46521
17 18 47416
26 19 47800
22 4 48252
6 20 48473
26 34 48835
15 14 48973
14 21 50626
18 22 52020
34 4 52441
18 29 52712
7 26 54393
3 7 54609
3 4 56395
20 24 57933
7 4 58037
4 37 59163
38 7 59671
31 15 61483
25 30 61622
16 5 63064
9 5 63341
8 13 63782
21 37 64147
6 39 64351
34 20 66344
6 16 67160
20 28 68200
14 10 68237
14 7 71398
6 27 71528
20 15 71896
26 30 71911
38 39 73664
25 28 74735
16 24 76620
14 34 76629
29 24 77356
20 27 77923
21 7 79820
14 9 80284
26 12 82761
37 14 83351
19 22 84040
29 19 84732
34 16 85031
5 24 85199
34 29 85767
29 28 85786
31 29 86089
16 28 86887
19 24 87382
38 12 88039
7 5 88341
6 10 89276
22 25 89342
1 24 90924
7 29 91325
6 7 92437
18 8 93220
5 31 93513
38 18 93538
34 19 95755
23 22 97032
16 33 97315
6 34 97668
25 26 97839
27 15 99462
25 37 100224
19 37 102477
11 26 102711
17 30 103547
20 38 103635
39 8 104426
1 7 104893
37 1 106019
10 8 106711
27 25 107176
30 29 108843
1 26 110518
7 31 112519
8 15 113188
13 20 113915
38 14 113958
18 3 114178
8 17 114197
38 29 114690
2 37 114845
8 34 115103
14 19 115815
12 29 119693
34 28 121536
38 16 122322
13 14 128685
25 38 130860
4 19 131412
26 23 133272
25 29 134771
30 3 134816
4 1 134954
38 6 134997
13 21 137107
6 1 140396
19 15 142828
14 33 143436
7 2 143947
8 14 145455
16 2 145482
5 13 145628
1 20 146791
38 30 149669
6 13 149724
35 16 149851
24 33 150589
4 8 150760
30 1 150869
13 37 155379
30 16 155522
8 21 155744
4 30 156403
20 2 156928
13 7 157879
27 13 158748
34 33 158962
35 18 160737
19 16 161936
8 1 163834
15 1 168330
5 30 168548
21 1 169983
23 29 170204
25 5 170319
33 32 171046
33 27 172607
6 30 172644
25 6 174415
8 25 175279
25 1 176044
29 13 178154
35 15 178418
2 14 179302
36 12 181664
15 33 187898
25 31 190587
32 1 195056
14 35 195972
33 38 196291
8 28 200158
36 39 200187
15 25 202349
35 10 205053
36 9 205293
2 8 206442
5 35 210448
35 23 214846
30 35 216868
33 8 227053
39 35 232996
36 18 233799
33 19 237933
36 7 239625
36 21 243494
12 35 247371
36 27 247712
36 16 248356
8 36 250514
1 35 255475
27 32 263924
2 13 265783
36 4 269724
32 24 275254
5 32 279929
36 19 280154
35 13 282453
32 34 283665
18 32 286121
32 9 288567
36 30 289930
32 39 293673
32 14 296872
32 12 300320
31 32 301432
33 36 310938
36 1 316580
32 28 319195
32 4 319322
38 32 320956
32 36 327986
32 30 342252
32 13 355197
25 32 360412
Case #248: 18
1 8 64487
4 1 157875
8 5 186870
4 2 187543
6 7 206772
7 1 233820
3 9 272954
2 9 318793
11 5 320597
1 11 371718
7 9 382210
2 11 401386
3 7 489978
11 6 506389
9 6 522206
3 1 526879
8 10 648585
2 10 742740
Case #249: 176
34 21 380
27 2 3968
9 6 4710
30 32 9778
6 5 11722
10 8 12672
6 19 14349
11 32 15291
33 12 15837
8 13 26286
37 6 32735
19 13 33919
5 13 38201
32 24 40114
6 33 40607
9 11 50735
12 13 51249
24 29 52034
2 28 57480
8 16 58562
4 7 61195
38 21 64617
14 3 66330
25 9 69863
38 14 70663
32 5 71432
39 37 72094
6 24 77659
29 25 78880
3 18 79432
33 39 79966
37 30 82667
16 34 84131
23 30 85318
3 25 86164
16 15 88339
4 29 88858
37 15 89564
14 39 90841
5 40 92926
24 21 93593
24 4 93762
38 6 94363
12 17 95943
26 37 97134
40 19 97208
33 32 100317
31 40 101133
12 24 102429
14 7 104907
6 31 106128
25 7 106543
17 5 108991
17 28 109942
25 23 109959
7 6 110226
7 3 111319
39 4 111658
40 13 111978
40 14 114947
30 25 115085
37 20 115191
19 26 115915
26 14 116665
5 26 118147
7 26 123289
8 30 124486
9 29 124983
33 28 125738
29 18 126024
16 25 128578
10 34 130021
3 29 130786
12 31 130898
24 18 130928
18 6 131822
7 12 134996
20 5 136204
40 38 136658
25 39 137376
39 24 140462
16 37 140657
29 33 141609
21 8 142404
9 3 142911
32 40 143056
28 19 143161
25 4 145024
16 38 148368
22 9 153548
6 14 153644
21 23 154786
39 17 160072
1 9 160754
40 15 161477
28 25 161897
4 5 162739
7 8 162749
20 25 164572
13 3 164680
31 8 166847
4 19 167021
22 31 167131
12 4 167193
13 21 167668
9 36 168111
23 16 168502
36 34 168793
31 39 168931
37 2 169996
26 38 173077
16 29 173200
23 3 173587
11 26 174930
27 4 175147
17 40 175821
18 26 177316
2 33 177868
12 2 177961
14 13 180123
28 7 180244
17 18 181254
33 36 182219
16 14 182497
28 31 184342
17 3 185256
2 8 187080
28 40 189779
16 20 190468
25 1 192737
22 23 193644
1 39 195403
27 10 195784
23 36 198787
19 27 199259
28 8 199961
11 35 202398
20 29 205232
11 28 206046
21 28 206724
24 20 210136
24 28 212811
17 7 213141
36 30 213333
15 3 214187
18 35 215781
36 38 217873
2 14 219745
10 1 221481
17 16 227670
28 18 228902
35 12 231885
17 29 232608
31 2 236472
1 34 237184
3 20 237275
15 29 239045
2 38 239167
9 35 242107
27 40 245877
4 36 246300
40 35 247215
21 35 253116
31 35 255690
36 29 257102
35 7 259788
2 24 264941
36 26 264967
7 1 266270
22 18 269590
3 22 274352
35 39 275918
27 18 284364
2 1 294375
4 1 298467
35 10 306632
Case #250: Impossible
Case #251: 50
16 43 16108
22 37 77036
3 19 145551
48 16 254229
20 37 279779
39 6 333109
22 18 374805
6 46 420043
33 30 451102
11 17 460427
46 31 462843
9 36 494526
29 43 526616
20 38 528192
29 30 575038
45 38 599940
36 13 613831
23 26 614899
32 24 624983
42 13 636870
45 36 658208
37 3 663740
35 12 665431
41 43 675489
30 25 675818
29 27 702328
14 10 719379
45 28 728821
33 36 736496
50 11 745249
9 2 751087
25 46 762105
29 5 765611
19 42 770087
25 48 775968
34 37 789341
30 43 791329
31 4 823559
24 48 837829
2 23 846255
31 2 914111
42 17 923639
40 21 935488
49 16 943941
28 35 947691
50 25 948844
29 45 955207
10 7 956554
27 49 967262
33 34 977479
Case #252: Impossible
Case #253: 59
7 23 47435
4 17 65136
16 8 102643
13 6 105262
1 12 106375
4 18 116054
4 12 136499
4 22 167026
15 3 174542
18 5 178811
8 4 180382
4 14 182572
12 20 199988
23 10 200356
3 18 201229
7 14 206895
23 17 216233
10 22 216299
8 23 217453
21 18 238590
15 14 244385
5 10 245606
8 19 253719
16 15 261295
1 3 262036
3 10 264754
20 4 270813
18 19 274979
1 10 292133
17 20 306614
2 18 316949
23 22 318123
11 10 336486
17 2 370631
14 20 374051
2 8 381277
9 21 384992
4 11 385745
1 16 397243
23 2 407292
20 8 421860
21 19 427981
23 11 453565
8 9 468819
10 13 473527
6 12 487591
13 23 508047
6 17 523909
14 9 526812
20 5 536343
2 21 540419
13 22 554158
9 11 556500
11 20 576572
9 17 586829
1 13 596472
9 15 655223
20 13 693437
3 9 734376
Case #254: 244
8 38 3619
36 33 5606
23 29 6412
19 18 13370
11 33 13831
39 33 18460
6 33 22116
4 12 25350
41 6 25614
14 8 28353
22 36 28669
28 35 28754
41 19 31781
34 12 31884
12 15 32650
33 19 35279
18 11 35740
25 4 37005
13 19 41627
18 6 44025
1 33 46964
8 19 48082
30 13 49733
6 32 53029
36 14 53618
22 32 53976
3 23 54746
33 14 55008
30 38 59807
32 1 59970
41 42 63997
6 10 66204
43 13 66288
3 12 71132
25 29 72329
31 14 74243
28 38 74477
43 38 76362
22 1 77023
32 14 78925
21 17 83253
26 29 84052
42 39 85955
24 33 87234
30 18 87316
14 43 88186
36 31 88403
17 36 89523
23 5 90376
34 22 90440
24 41 90732
44 3 91016
34 21 92294
35 13 93157
41 29 93515
17 3 93975
28 20 94042
40 41 94242
32 29 95280
44 34 96803
30 27 97730
33 28 98182
34 18 98590
21 44 98775
29 19 99972
36 23 100250
42 13 100583
32 13 100823
43 27 102908
33 25 104597
2 19 104992
36 12 105597
18 17 105826
1 24 106536
8 42 107038
36 30 107835
41 25 108095
39 35 108476
1 29 109319
35 19 109654
22 2 110212
6 31 111909
29 18 111926
12 20 113021
39 23 113104
43 22 113135
31 32 113710
22 17 113976
41 15 114406
35 22 114874
15 36 116514
23 6 116760
20 13 117236
32 15 117956
32 24 118147
43 18 118206
10 22 118379
6 43 118413
40 22 120803
40 32 121657
16 4 122349
21 25 122765
20 29 122995
39 4 123142
4 33 125341
18 25 126506
30 39 127685
35 24 129256
39 15 129368
7 22 129575
1 15 130210
2 8 130632
11 3 131194
4 37 131537
18 21 131615
3 18 132276
15 6 133024
30 32 133142
25 22 134656
19 7 134795
25 32 135510
11 44 135564
15 28 135721
3 39 135823
28 12 135843
26 41 138030
20 14 139134
21 22 139765
24 2 142679
9 18 143301
16 26 143580
12 17 143663
13 4 145740
38 7 147841
16 44 148188
3 43 151147
9 22 151451
28 25 151833
26 19 152841
33 5 152993
28 3 153032
24 12 153449
14 7 154524
35 29 154623
37 12 154968
26 18 155771
30 1 156189
25 24 158291
31 4 158627
15 8 159103
43 4 159308
2 31 159506
25 31 160234
23 31 160898
21 43 161596
35 42 161640
24 16 162148
2 42 163948
22 20 164083
31 35 164168
32 26 165445
6 7 165450
31 15 165535
22 44 166355
7 32 167251
18 5 167906
44 2 169948
12 7 170732
23 37 171354
44 43 172323
14 26 172570
40 8 173229
3 24 173328
21 20 173431
17 31 173710
5 22 176056
9 14 176400
32 5 176910
31 24 177027
33 16 177042
37 26 180265
31 40 180537
16 41 180540
44 14 180864
16 32 182305
38 5 182326
22 37 183545
16 5 183813
17 35 185058
23 40 186633
16 19 186997
32 9 189127
35 10 189461
26 31 190169
16 22 192217
35 21 192235
2 26 194423
42 20 194920
16 18 195158
16 1 196344
30 24 196459
31 21 199499
27 24 201525
27 41 202703
13 44 202762
36 27 204811
21 10 205022
5 2 205573
16 14 206726
5 24 208958
32 27 210553
7 40 210812
16 43 211009
28 16 212894
33 37 213604
31 44 215649
44 42 216890
35 5 217416
17 26 217741
37 13 218168
4 40 219696
37 44 219887
20 10 222043
26 10 222852
37 8 224623
20 1 224919
29 27 226892
42 27 230632
31 5 235790
27 15 236744
31 37 243279
27 31 243604
27 1 246169
4 9 250344
27 25 252856
23 9 259854
9 3 262536
21 9 273258
37 2 275313
37 28 282571
26 27 282791
27 5 289685
9 5 298166
7 27 300947
Case #255: 28
5 14 8595
8 1 10602
8 3 44690
14 4 45847
7 12 55706
14 7 61203
9 4 73696
10 7 98266
7 6 167393
7 8 171461
9 6 185251
8 9 189073
5 2 192739
10 2 195632
13 10 198105
2 12 206854
9 13 253010
13 12 253013
9 10 254378
6 2 264759
6 13 267232
13 5 279679
14 11 279907
11 9 287128
11 1 313383
4 13 316931
3 11 319452
13 11 447262
Case #256: 75
1 18 30
26 29 260
25 4 1045
14 12 5076
7 12 9560
33 24 9950
15 26 11877
1 26 12230
26 9 14055
5 15 16812
14 28 20614
8 25 24854
21 26 25739
13 15 25875
9 31 28200
8 18 29280
21 1 29468
22 9 32041
16 8 33575
31 13 35732
26 25 37390
20 33 38083
9 14 38252
9 17 38699
1 31 40132
33 9 40309
23 28 41632
15 22 41635
24 19 44154
29 17 48326
13 19 51541
26 27 53422
17 21 53656
21 8 58718
19 17 58922
16 7 59344
15 17 59943
1 17 60296
24 11 61256
2 4 62268
19 4 62815
19 12 64877
10 9 65994
23 12 66716
21 16 67667
13 7 70004
19 18 78354
16 19 82649
25 17 85456
7 24 90220
24 8 93228
11 21 99447
33 30 99859
17 27 101488
31 2 105824
6 28 107182
21 19 107792
20 7 118353
1 6 119878
10 27 123897
32 13 124328
11 18 128885
19 3 130543
19 6 134427
32 1 137240
19 27 140307
6 11 163308
3 8 179617
30 7 180129
32 17 186027
2 3 189291
12 32 200095
30 10 204449
3 11 218024
10 3 228655
Case #257: 130
7 20 332
1 20 4576
25 35 11710
22 10 12399
24 37 13033
7 5 13723
8 37 14447
5 13 15081
37 6 15601
39 11 16470
39 31 19003
33 13 19046
29 10 19317
1 16 20097
21 38 21265
21 24 21321
9 33 21857
38 32 23496
29 37 23537
7 31 26190
11 7 28723
35 16 29607
28 35 29689
13 8 30308
35 39 31894
21 11 32171
31 15 32465
8 9 33119
31 21 34704
3 24 34928
11 15 34998
36 5 36964
29 4 38552
1 25 41140
6 33 41310
24 39 43407
40 19 43893
24 30 45508
14 16 46020
11 24 46528
23 10 49091
40 17 49942
17 22 50040
15 7 54512
18 2 54514
34 23 55719
14 24 56532
13 27 57006
31 37 57028
28 32 58510
23 20 58553
27 17 59156
4 32 59389
29 13 60900
10 33 61171
19 27 61245
37 20 62840
39 3 63029
29 9 63711
2 35 63793
17 39 64418
22 31 64916
12 11 66926
11 22 67449
24 7 70185
20 4 70920
30 39 73609
33 3 73670
10 15 74643
15 24 76460
13 34 76995
6 25 78557
3 31 78923
7 18 79056
38 33 81328
39 33 82149
19 10 82241
16 32 82664
18 1 83300
39 19 84220
10 38 84947
16 4 86441
17 23 86732
20 17 87933
31 30 89503
12 7 90583
19 34 91938
22 34 92411
35 34 93467
12 14 95016
14 33 95274
15 12 96858
15 23 98936
23 33 105794
23 19 106534
19 20 107735
12 24 108388
37 19 108573
14 9 111218
28 18 111702
